,Constant,len,dia,hei,w_wei,s_wei,v_wei,sh_wei
62,1.0,0.605,0.485,0.16,1.2009999999999998,0.417,0.2875,0.38
64,1.0,0.41,0.305,0.095,0.2625,0.1,0.0515,0.09
72,1.0,0.63,0.475,0.15,1.072,0.433,0.2975,0.315
82,1.0,0.47,0.38,0.125,0.4845,0.211,0.1075,0.142
94,1.0,0.55,0.43,0.15,0.655,0.2635,0.122,0.221
98,1.0,0.58,0.465,0.15,0.9065,0.371,0.1965,0.29
113,1.0,0.575,0.455,0.155,0.8725,0.349,0.2095,0.285
140,1.0,0.555,0.425,0.14,0.963,0.44,0.224,0.24
167,1.0,0.525,0.44,0.125,0.7115,0.3205,0.159,0.1915
185,1.0,0.645,0.505,0.165,1.307,0.4335,0.262,0.52
199,1.0,0.435,0.34,0.115,0.3925,0.1825,0.078,0.1145
212,1.0,0.275,0.195,0.07,0.0875,0.0345,0.022,0.0255
241,1.0,0.405,0.3,0.09,0.269,0.103,0.067,0.11
281,1.0,0.575,0.435,0.15,1.0305,0.4605,0.218,0.36
346,1.0,0.635,0.515,0.19,1.3715,0.5065,0.305,0.45
364,1.0,0.58,0.48,0.18,1.2495,0.4945,0.27,0.371
388,1.0,0.505,0.4,0.125,0.583,0.246,0.13,0.175
413,1.0,0.185,0.375,0.12,0.4645,0.196,0.1045,0.15
432,1.0,0.68,0.515,0.175,1.6185,0.5125,0.409,0.62
443,1.0,0.495,0.375,0.115,0.6245,0.282,0.14300000000000002,0.155
460,1.0,0.66,0.495,0.195,1.6275,0.594,0.3595,0.485
514,1.0,0.44,0.345,0.13,0.4495,0.209,0.0835,0.134
515,1.0,0.62,0.51,0.175,1.615,0.5105,0.192,0.675
530,1.0,0.26,0.205,0.07,0.097,0.0415,0.019,0.0305
544,1.0,0.58,0.46,0.18,1.0515,0.4095,0.2595,0.276
574,1.0,0.47,0.355,0.12,0.3685,0.126,0.0835,0.1365
580,1.0,0.48,0.375,0.115,0.6765,0.3205,0.1065,0.17
589,1.0,0.395,0.3,0.09,0.2855,0.1385,0.0625,0.077
603,1.0,0.245,0.195,0.06,0.095,0.0445,0.0245,0.026
622,1.0,0.205,0.155,0.045,0.0495,0.0235,0.011,0.014
638,1.0,0.46,0.345,0.115,0.4215,0.1895,0.102,0.111
644,1.0,0.64,0.515,0.165,1.3115,0.4945,0.2555,0.41
671,1.0,0.58,0.46,0.15,1.1155,0.5575,0.2255,0.29
675,1.0,0.455,0.355,1.13,0.594,0.332,0.116,0.1335
682,1.0,0.53,0.395,0.145,0.775,0.308,0.16899999999999998,0.255
727,1.0,0.71,0.53,0.195,1.8745,0.6755,0.4065,0.6855
757,1.0,0.66,0.535,0.19,1.5905,0.6425,0.297,0.5175
760,1.0,0.615,0.505,0.19,1.403,0.6715,0.2925,0.365
786,1.0,0.645,0.51,0.19,1.4745,0.605,0.345,0.48
863,1.0,0.455,0.375,0.12,0.4970000000000001,0.2355,0.1055,0.1295
868,1.0,0.545,0.43,0.14,0.772,0.289,0.19,0.2615
882,1.0,0.635,0.51,0.185,1.308,0.544,0.318,0.377
889,1.0,0.24,0.18,0.055,0.0555,0.0235,0.013,0.018000000000000002
899,1.0,0.44,0.33,0.135,0.4095,0.163,0.1005,0.119
908,1.0,0.605,0.49,0.18,1.167,0.457,0.29,0.3745
922,1.0,0.45,0.33,0.11,0.3685,0.16,0.0885,0.102
926,1.0,0.755,0.58,0.205,2.0065,0.8295,0.4015,0.595
962,1.0,0.595,0.48,0.16,1.2095,0.5225,0.29600000000000004,0.32
980,1.0,0.655,0.53,0.165,1.2835,0.583,0.1255,0.4
1005,1.0,0.645,0.49,0.16,1.144,0.5015,0.289,0.319
1009,1.0,0.36,0.27,0.09,0.1885,0.0845,0.0385,0.055
1025,1.0,0.645,0.52,0.175,1.561,0.7090000000000001,0.3555,0.4
1063,1.0,0.24,0.185,0.06,0.0655,0.0295,0.0005,0.02
1080,1.0,0.6,0.47,0.15,0.928,0.4225,0.183,0.275
1137,1.0,0.64,0.525,0.18,1.3135,0.4865,0.2995,0.4075
1178,1.0,0.715,0.565,0.18,1.79,0.8440000000000001,0.3535,0.5385
1191,1.0,0.53,0.405,0.125,0.6515,0.2715,0.1605,0.18600000000000005
1196,1.0,0.64,0.475,0.14,1.0725,0.4895,0.2295,0.31
1289,1.0,0.245,0.205,0.06,0.0765,0.034,0.014,0.0215
1341,1.0,0.375,0.265,0.095,0.196,0.085,0.042,0.0585
